ResursId,Produktnamn,Kategori,Version,Uppdaterad,"A1-A3 resursens klimatpåverkan, konservativt värde",A4 transporters klimatpåverkan GWP-GHG,"A5 byggspills klimatpåverkan GWP-GHG, konservativt värde",Enhet för klimatpåverkan,"A1-A3 byggproduktens klimatpåverkan GWP-GHG, typiskt värde","Energislagets klimatpåverkan GWP-GHG, typiskt värde",A1-A3 faktor för konservativa värden,A5 faktor för byggspill,Teknisk livslängd,Omräkningsfaktor,Enhet för omräkningsfaktor,Beräknat biogeniskt kol,Produktstandard,Komponentkod enligt BK04,Komponentnamn enligt BK04,Produktens användningsområde,Användning av klimatdata,Bakgrund till värdet A1-A3 resursens klimatpåverkan,Teknisk beskrivning,Bakgrund till värdet A4 transport,Konsumtion på svenska marknaden,Kommentar till teknisk livslängd,Beskrivning av byggproduktens insamlade information över tid,Föreslagna generiska värden,Transporttyp Närdistribution,Bränsle Närdistribution,Avstånd(km) Närdistribution, MJ/Tonkm Närdistribution,Transporttyp Fabrik till byggarbetsplats,Bränsle Fabrik till byggarbetsplats,Avstånd(km) Fabrik till byggarbetsplats, MJ/Tonkm Fabrik till byggarbetsplats,Transporttyp Import till gräns/lager,Bränsle Import till gräns/lager,Avstånd(km) Import till gräns/lager, MJ/Tonkm Import till gräns/lager,Transporttyp Fabrik till återförsäljare/lager,Bränsle Fabrik till återförsäljare/lager,Avstånd(km) Fabrik till återförsäljare/lager, MJ/Tonkm Fabrik till återförsäljare/lager,Transporttyp Från gräns/lager till återförsäljare eller byggarbetsplats,Bränsle Från gräns/lager till återförsäljare eller byggarbetsplats,Avstånd(km) Från gräns/lager till återförsäljare eller byggarbetsplats, MJ/Tonkm Från gräns/lager till återförsäljare eller byggarbetsplats
6000000053,"Innervägg, V, klimatförbättrad",Betong,02.06.000,2024-12-12,0.146,0.0417,0,kg CO₂e/kg,0.117,,1.25,1,>50 år,2400.0,kg/m³,,EN 14992:2007+A1:2012,10005,Väggelement,Innerskivan är ett element som består av en massiv betongskiva. De kan användas som en bärande vägg och som innerskiva i en yttervägg. Bärande väggar utnyttjas för byggnadens stabilitet och kan användas både som skivor och flaggor.,"Data är representativa för en massiv vägg- eller innerskiva som används på svenska marknaden med en representativ armeringsmängd, -typ, betongrecept samt bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av. Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,"Uppgifterna är representativa för betongfabrikerna och deras betongelement som konsumeras på den svenska marknaden. Dessa data har producerats under 2020. Uppgifterna om miljöpåverkan baseras på nuvarande EPD för cement, tillsatser och fabriksdata.","När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000054,"Innervägg, V",Betong,02.06.000,2024-12-19,0.195,0.0417,0,kg CO₂e/kg,0.156,,1.25,1,>50 år,2400.0,kg/m²,,EN 14992:2007+A1:2012,10005,Väggelement,Innerskivan är ett element som består av en massiv betongskiva. De kan användas som en bärande vägg och som innerskiva i en yttervägg. Bärande väggar utnyttjas för byggnadens stabilitet och kan användas både som skivor och flaggor.,"Data är representativa för en massiv vägg- eller innerskiva som används på svenska marknaden med en representativ armeringsmängd, -typ, betongrecept samt bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av. Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,"Uppgifterna är representativa för betongfabrikerna och deras betongelement som konsumeras på den svenska marknaden. Dessa data har producerats under 2020. Uppgifterna om miljöpåverkan baseras på nuvarande EPD för cement, tillsatser och fabriksdata.","När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000055,"Halvsandwichväggar, VI",Betong,02.06.000,2024-12-12,0.256,0.0417,0,kg CO₂e/kg,0.205,,1.25,1,>50 år,1300.0,kg/m³,,EN 14992:2007+A1:2012,10005,Väggelement,"Halvsandwichväggar används som ytterväggar i bostäder och lokaler. De är uppbyggda av två huvudskikt med en inre bärande skiva och ett isoleringsskikt. Bärande väggar utnyttjas för byggnadens stabilitet och kan användas både som skivor och flaggor. Halvsandwichvägg kan även bestå av ytterskiva med isolering, t ex för att fungera som sockel mot en platsgjutning. ","Data är representativa för halvsandwichväggar som används på svenska marknaden med en representativ armeringsmängd, isolering, betongrecept med bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med 400 km lastbil (1,5 MJ/ton km). Svensk reduktionsdieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av.  Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,"Uppgifterna är representativa för betongfabrikerna och deras betongelement som konsumeras på den svenska marknaden. Dessa data har producerats under 2020. Uppgifterna om miljöpåverkan baseras på nuvarande EPD för cement, tillsatser och fabriksdata.","När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas. De uppgifter som används i Boverkets databas för densitet är ett antagande och för ett korrekt värde bör leverantörsdata användas för densitet samt GWP A1-3 från EPD. Den generiska densiteten kan variera ca +/-2 % (HDF ca +/-20 %).",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000056,"Halvsandwichväggar, VI, klimatförbättrad",Betong,02.06.000,2024-12-12,0.238,0.0417,0,kg CO₂e/kg,0.19,,1.25,1,>50 år,1300.0,kg/m³,,EN 14992:2007+A1:2012,10005,Väggelement,"Halvsandwichväggar används som ytterväggar i bostäder och lokaler. De är uppbyggda av två huvudskikt med en inre bärande skiva och ett isoleringsskikt. Bärande väggar utnyttjas för byggnadens stabilitet och kan användas både som skivor och flaggor. Halvsandwichvägg kan även bestå av ytterskiva med isolering, t ex för att fungera som sockel mot en platsgjutning. ","Data är representativa för halvsandwichväggar som används på svenska marknaden med en representativ armeringsmängd, isolering, betongrecept och bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km lastbil (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av.  Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas. De uppgifter som används i Boverkets databas för densitet är ett antagande och för ett korrekt värde bör leverantörsdata användas för densitet samt GWP A1-3 från EPD. Den generiska densiteten kan variera ca +/-2 % (HDF ca +/-20 %).",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000057,"Sandwichväggar, W, klimatförbättrad",Betong,02.06.000,2024-12-12,0.219,0.0417,0,kg CO₂e/kg,0.175,,1.25,1,>50 år,1360.0,kg/m³,,EN 14992:2007+A1:2012,10005,Väggelement,"Sandwichväggar används nästan uteslutande som ytterväggar. De är uppbyggda av tre huvudskikt med en inre bärande skiva, ett isoleringsskikt och en yttre skiva av betong alternativt lättklinkerbetong. Bärande väggar utnyttjas för byggnadens stabilitet och kan användas både som skivor och flaggor. ","Data är representativa för sandwichväggar som används på svenska marknaden med en representativ armeringsmängd, isolering, betongrecept och bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av.  Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas. De uppgifter som används i Boverkets databas för densitet är ett antagande och för ett korrekt värde bör leverantörsdata användas för densitet samt GWP A1-3 från EPD. Den generiska densiteten kan variera ca +/-2 % (HDF ca +/-20 %).",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000058,"Sandwichväggar, W",Betong,02.06.000,2024-12-12,0.291,0.0417,0,kg CO₂e/kg,0.233,,1.25,1,>50 år,1360.0,kg/m³,,EN 14992:2007+A1:2012,10005,Väggelement,"Sandwichväggar används nästan uteslutande som ytterväggar. De är uppbyggda av tre huvudskikt med en inre bärande skiva, ett isoleringsskikt och en yttre skiva av betong alternativt lättklinkerbetong. Bärande väggar utnyttjas för byggnadens stabilitet och kan användas både som skivor och flaggor.","Data är representativa för sandwichväggar som används på svenska marknaden med en representativ armeringsmängd, isolering, betongrecept och bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med 400 km lastbil (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av.  Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas. De uppgifter som används i Boverkets databas för densitet är ett antagande och för ett korrekt värde bör leverantörsdata användas för densitet samt GWP A1-3 från EPD. Den generiska densiteten kan variera ca +/-2 % (HDF ca +/-20 %).",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000059,"Hålbjälklag, HD/F",Betong,02.06.000,2024-12-12,0.188,0.0417,0,kg CO₂e/kg,0.15,,1.25,1,>50 år,1350.0,kg/m³,,EN 1168:2005+A3:2011,10001,Bjälklagselement,"HDF-platttor spännarmeras i underkant med modulbredden 1,2 m. Elementens undersida är gjuten mot stålform medan översidan har en grövre struktur avpassad för pågjutning, spackling eller ett uppreglat golv. Pågjutning eller avjämning, vanligen 20 – 50 mm, görs dels för att få ett slätt undergolv för t.ex. mattläggning och dels för att uppfylla ljudkrav. ","Data är representativa för hålbjälklag som används på svenska marknaden med en representativ armeringsmängd, -typ, betongrecept samt bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av.  Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas. De uppgifter som används i Boverkets databas för densitet är ett antagande och för ett korrekt värde bör leverantörsdata användas för densitet samt GWP A1-3 från EPD. Den generiska densiteten kan variera ca +/-2 % (HDF ca +/-20 %).",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000060,"Hålbjälklag, HD/F, klimatförbättrad",Betong,02.06.000,2024-12-20,0.128,0.0417,0,kg CO₂e/kg,0.102,,1.25,1,>50 år,1350.0,kg/m³,,EN 1168:2005+A3:2011,10001,Bjälklagselement,"HDF-platttor spännarmeras i underkant med modulbredden 1,2 m. Elementens undersida är gjuten mot stålform medan översidan har en grövre struktur avpassad för pågjutning, spackling eller ett uppreglat golv. Pågjutning eller avjämning, vanligen 20 – 50 mm, görs dels för att få ett slätt undergolv för t.ex. mattläggning och dels för att uppfylla ljudkrav. ","Data är representativa för hålbjälklag som används på svenska marknaden med en representativ armeringsmängd, -typ, betongrecept samt bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men även andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil (1,5 MJ/ton km) 400 km. Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av.  Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas. De uppgifter som används i Boverkets databas för densitet är ett antagande och för ett korrekt värde bör leverantörsdata användas för densitet samt GWP A1-3 från EPD. Den generiska densiteten kan variera ca +/-2 % (HDF ca +/-20 %).",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000061,"Massivplattor,  RD, RD/F",Betong,02.06.000,2024-12-12,0.229,0.0417,0,kg CO₂e/kg,0.183,,1.25,1,>50 år,2400.0,kg/m³,,EN 13747:2005+A2:2010,10001,Bjälklagselement,"Massivbjälklagsplattor är antingen slaka eller spännarmerade vanligen med en bredd upp till 3100 mm. Elementens undersida är gjuten mot slät stålform medan översidan har en grövre struktur anpassad för pågjutning eller för spackling. Pågjutning eller avjämning, vanligen 20 – 40 mm, görs för att få ett slätt undergolv för t.ex. mattläggning.","Data är representativa för massivplattor som används på svenska marknaden med en representativ armeringsmängd, -typ, betongrecept samt bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men ävan andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av. Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
6000000062,"Massivplattor  RD, RD/F, klimatförbättrad",Betong,02.06.000,2024-12-12,0.171,0.0417,0,kg CO₂e/kg,0.137,,1.25,1,>50 år,2400.0,kg/m³,,EN 13747:2005+A2:2010,10001,Bjälklagselement,"Massivbjälklagsplattor är antingen slaka eller spännarmerade vanligen med en bredd upp till 3100 mm. Elementens undersida är gjuten mot slät stålform medan översidan har en grövre struktur anpassad för pågjutning eller för spackling. Pågjutning eller avjämning, vanligen 20 – 40 mm, görs för att få ett slätt undergolv för t.ex. mattläggning.","Data är representativa för massivplattor som används på svenska marknaden med en representativ armeringsmängd, -typ, betongrecept samt bindemedelsmix. Önskas mer egenskaper för betongelementen måste uppgifter från en leverantör användas.","Betongelementen gjuts i formar inomhus i en fabrik under kontrollerade förhållanden. Prefabricerade betongelement innehåller armering, men ävan andra insatsvaror kan förekomma. I klimatförbättrad betongelement ersätts en del av cementet med alternativa bindemedel. De data som anges, baserade på betongens hållfasthetsklass, avspelar vanligt använda betongrecept på marknaden. Fabriksdata för modul A3 baseras på uppgifter från ett större antal EPDer. Av det angivna värdet på klimatpåverkan är bidraget från tillverkningsprocessen (A3) relativt liten i förhållande till cementet som normalt står för mer än 90 % av klimatpåverkan i modul A1-3. Miljödata och insatsvaror (recept) för de betongelement som använts är baserade på EPDer från olika leverantörer som förekommer på den svenska marknaden. ",Betongens hållfasthetsklass följer standarden SS-EN 206:2013+A1:2016 och SS 137003:2015.,"Påverkan baseras på en transport med lastbil 400 km (1,5 MJ/ton km). Svensk dieselmix används.","Betongelementfabrikerna är spridda över hela landet och import förekommer. Miljödata baseras på ett antal EPD för produkter som används på den svenska marknaden och kan anses som representativa för de recept som används, samt betongens bindemedelsmix avspeglar produktionen hos alla dessa tillverkare.",Armerad betong exponerad utomhus eller annan fuktig miljö är utformad med avseende på beständighet enligt Eurocodes. Livslängden är normalt lika med den konstruktion den är en del av. Prefabricerade betongelement kräver normalt inget underhåll under dess dimensionerade livslängd. ,Angivna data är representativa för de svenska producenterna av betongelement och de recept som de använder. Dessa uppgifter har tagits fram under år 2020. Data för miljöpåverkan är baserade på aktuella EPDer för bindemedel mm samt fabriksdata.,"När betongprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.",,,0,0,"Lastbil, regiontransport","Diesel, reduktionsplikt",400,1.5,,,0,0,,,0,0,,,0,0
